Nazwisko aktualne,Liczba
ABRAMKIEWICZ,17
ABSYL,17
ADAMCZOK,17
ADAMOV,17
ADRYANIAK,17
ADRYKOWSKI,17
AFALTOWSKI,17
AFZAL,17
AHARONI,17
AJNENKIEL,17
AKHVLEDIANI,17
ALBIGOWSKI,17
ALBU,17
ALEFIEROWICZ,17
ALEKSIAK,17
ALEKSIICHUK,17
ALIEKSANDROV,17
ALLAUT,17
ALPIŃSKI,17
ALSZTYNIUK,17
ALTHAMER,17
ALTHEIM,17
ALWINGER,17
AMBROZIUK,17
AMPANOWICZ,17
ANDRESKOWSKI,17
ANDRIANOV,17
ANDRIICHENKO,17
ANDRIIETS,17
ANDRIKOWSKI,17
ANDROCHOWICZ,17
ANDRONIC,17
ANDRZAN,17
ANDZIUL,17
ANTONYSHYN,17
ANUFRIIEV,17
ANYSZKO,17
APANASIUK,17
APOLONY,17
ARACH,17
ARASZTOWSKI,17
ARKHYPENKO,17
ARLIK,17
ARMIJAK,17
ARSZENNIK,17
ARSZUŁOWICZ,17
ARTAMONOW,17
ARTEMIEV,17
ARTKOWSKI,17
ARUSZTOWICZ,17
ASEŃCZUK,17
ASHKENAZI,17
ASKALDOWICZ,17
ASTRAU,17
ASTRIAB,17
AUDZEI,17
AUSTIN,17
AUSZ,17
AVDIEIENKO,17
AWAN,17
AXMANN,17
AYVAZYAN,17
AZNER,17
BABEC,17
BABINETS,17
BACIUR,17
BACK,17
BADIUK,17
BAGINSKI,17
BAGRINCEW,17
BAJALSKI,17
BAJBO,17
BAJWA,17
BAKHUR,17
BAKIER,17
BAKUSIEWICZ,17
BALINSKI,17
BALLAUN,17
BALOK,17
BAŁANDYNOWICZ,17
BAŁASZEWICZ,17
BAŁAZ,17
BAŁKIEWICZ,17
BAŁTRUKOWICZ,17
BAŁTYKA,17
BANAJSKI,17
BANASEK,17
BANDELEWSKI,17
BANIALIS,17
BAŃCYROWSKI,17
BARBUŻYŃSKI,17
BARCA,17
BARDYŃSKI,17
BARKAN,17
BARTWANOWICZ,17
BARZDA,17
BATUREWICZ,17
BAUS,17
BAUTSCH,17
BAZAŁA,17
BAZYLIJSKI,17
BAŹMIROWSKI,17
BAŻOWSKI,17
BĄDZIŃSKI,17
BĄGALSKI,17
BĄSKI,17
BEDRI,17
BEICH,17
BEIL,17
BEJTLICH,17
BEKAR,17
BEKCIŃSKI,17
BEKTAŞ,17
BELCZARZ,17
BELSKYI,17
BEŁŻECKI,17
BENGOWSKI,17
BENICEWICZ,17
BENROT,17
BENROTH,17
BENYK,17
BEŃSKI,17
BERDNIK,17
BERDYCZKO,17
BERENHARD,17
BEREZ,17
BEREZHNYTSKYI,17
BEREZIECKI,17
BEREŻKA,17
BERLINER,17
BERNASIK,17
BERNAZIUK,17
BERNSTEIN,17
BERNSTOCK,17
BERSANOV,17
BERUN,17
BESAHA,17
BEZEGŁÓW,17
BEZVERKHNII,17
BĘĆ,17
BIAJGO,17
BIAŁOCHLEB,17
BIAŁONOWSKI,17
BIAŁOSZKIEWICZ,17
BIAŁYS,17
BIEGAJEWSKI,17
BIELESZUK,17
BIELIN,17
BIENDARA,17
BIESIEKIRSKI,17
BIETZKE,17
BIĘGA,17
BIG,17
BIGOT,17
BIGUN,17
BILAWA,17
BILGOŃ,17
BILOT,17
BILOZOR,17
BILUK,17
BIŁOZÓR,17
BINDULSKI,17
BINGORAJ,17
BIRENBAUM,17
BLADYN,17
BLAHYI,17
BLEDNICKI,17
BLIJ,17
BLOCKUS,17
BLOSCZYK,17
BŁAJDO,17
BŁAŻENIUK,17
BŁĘDOS,17
BŁYSKOŃ,17
BOBLEWSKI,17
BOBOLIŃSKI,17
BOCZYŁO,17
BODUR,17
BODZYŃSKI,17
BOER,17
BOGUŃSKI,17
BOJAHR,17
BOJARCZAK,17
BOLEMBACH,17
BOLLMANN,17
BOŁKUNOWICZ,17
BOŁTUN,17
BOM,17
BONENBERG,17
BONIFROWSKI,17
BONNET,17
BOOS,17
BORACH,17
BORDIEHN,17
BORDIUK,17
BORMAN,17
BOROWCZYŃSKI,17
BORYŁA,17
BORYSKO,17
BOVA,17
BOŻYMOWSKI,17
BRACŁAWIEC,17
BRAHIN,17
BRASEWICZ,17
BRASIAK,17
BRASZCZYK,17
BRATKOWICZ,17
BRAŻEWICZ,17
BRĄCLIK,17
BRDYNKIEWICZ,17
BREJAN,17
BREMERSKI,17
BRENZA,17
BREŃ,17
BRESINSKI,17
BRĘBOROWICZ,17
BRILOWSKI,17
BRINSA,17
BRONCEWICZ,17
BRONER,17
BRONGOSZEWSKI,17
BROSIG,17
BROZIS,17
BRUZIEWICZ,17
BRUŻEK,17
BRYKAJŁO,17
BRYLIK,17
BRYLONEK,17
BRZECHOWSKI,17
BRZECZKO,17
BRZÓZ,17
BRZUCHANIA,17
BUCHANIEWICZ,17
BUCKO,17
BUIKO,17
BULAWKIN,17
BULGE,17
BULINSKI,17
BUMAŻNIK,17
BUNCZEK,17
BURCHAK,17
BURCLAW,17
BURCZENIK,17
BURSTEIN,17
BUSZYDŁO,17
BUSZYŁO,17
BUTSKO,17
BUTTLER,17
BYCHYK,17
BYCZ,17
BYDŁOS,17
BYSZKOWSKI,17
CABALSKI,17
CACAN,17
CANGE,17
CAPIERZYŃSKI,17
CARAMAN,17
CASTRO,17
CATTANEO,17
CEBANU,17
CEBERAK,17
CECHOL,17
CEIER,17
CEPIAK,17
CEPIN,17
CERKANOWICZ,17
CERKIEWICZ,17
CEROBSKI,17
CHABINIEC,17
CHABREWICZ,17
CHAGOWSKI,17
CHANDLER,17
CHANECKI,17
CHARAŚNY,17
CHARENZA,17
CHARLES,17
CHARNIAK,17
CHAUDHARI,17
CHĄDZEL,17
CHEJDYS,17
CHERCZYŃSKI,17
CHEREPANOV,17
CHERPAK,17
CHĘCKIEWICZ,17
CHĘDOR,17
CHLISTAŁA,17
CHLODEK,17
CHŁĘDZIK,17
CHMUROWICZ,17
CHOCHŁOW,17
CHODAS,17
CHOFA,17
CHOMETA,17
CHORĄŻKA,17
CHORCHOWSKI,17
CHORKAWY,17
CHORYAN,17
CHORYŁO,17
CHROBOSTOWSKI,17
CHROMCZUK,17
CHROSNIK,17
CHSZCZANOWICZ,17
CHUDALEWSKI,17
CHUDAŁA,17
CHUDEWNIAK,17
CHUST,17
CHWASTECKI,17
CHWASTOWICZ,17
CHWETCZUK,17
CHWETKO,17
CHWOSTEK,17
CHYŁŁA,17
CIARRA,17
CIBULLA,17
CICHNO,17
CICHOBŁAZIŃSKI,17
CICIAK,17
CIEJKO,17
CIELEJEWSKI,17
CIELĘBA,17
CIEPIASZUK,17
CIĘCIELOWSKI,17
CIĘCINKA,17
CIĘTAK,17
CIPTA,17
CIUHAK,17
CIULEWICZ,17
CIULIK,17
CIZAK,17
CIŻEK,17
COBLEWSKI,17
COFAŁ,17
COSSBAU,17
COZMA,17
CUCURA,17
CUMKA,17
CUPEREK,17
CUPRYAK,17
CURRAN,17
CWIĘK,17
CYBELIUS,17
CYCLING,17
CYCUŁA,17
CYMBIK,17
CYPA,17
CYPRIAŃSKI,17
CZAFURSKI,17
CZAŁCZYŃSKI,17
CZAMLET,17
CZAPA,17
CZAPLO,17
CZASNOWSKI,17
CZASZKA,17
CZEJGIS,17
CZEMERES,17
CZEREPUSZKO,17
CZERESZKIEWICZ,17
CZEREWACZ,17
CZERNOWICZ,17
CZESLA,17
CZETYRKOWSKI,17
CZĘSZ,17
CZOBER,17
CZOŁACZ,17
CZOSNOWICZ,17
CZOSNYK,17
CZOWICKI,17
CZUCZ,17
CZUGALIŃSKI,17
CZUPRYŚ,17
CZWALIK,17
CZYGUNOWSKI,17
CZYKIRSKI,17
CZYMEK,17
CZYŻUK,17
ĆWIENKOWSKI,17
ÇINAR,17
ÇOLAK,17
DA COSTA,17
DACHWITZ,17
DAKHNO,17
DALANEK,17
DALOWSKI,17
DANCZYSZYN,17
D'ANGELO,17
DANK,17
DANYLKIV,17
DARZECKI,17
DASHAEV,17
DASHKO,17
DASIUK,17
DASMAN,17
DASZEWICZ,17
DASZKILEWICZ,17
DATSKEVICH,17
DATSYK,17
DATSYSHYN,17
DAWDO,17
DĄBCZYŃSKI,17
DĄMBROWSKI,17
DE ANGELIS,17
DE BOER,17
DE LUCA,17
DE RAMER,17
DEHNER,17
DEHR,17
DEHTIARENKO,17
DEIKSLER,17
DEJNICZUK,17
DELEJ,17
DELLA-VALLE,17
DEMIREL,17
DEMKOVYCH,17
DENIK,17
DEREN,17
DERĘG,17
DERMAN,17
DERNBACH,17
DERUBA,17
DETMEROWSKI,17
DETYNIECKI,17
DEUAR,17
DĘDERSKI,17
DIMOS,17
DIPPEL,17
DITFELD,17
DJAKOWSKI,17
DMITRZUK,17
DOBERSCHUETZ,17
DOBIESZEK,17
DOBROSIEWICZ,17
DOBRYJANOWICZ,17
DOHRMANN,17
DOJSS,17
DOLEŻYŃSKI,17
DOŁMATOW,17
DOMARAD,17
DOMBLAT,17
DOMIJAŃSKI,17
DOMINIECKI,17
DOMINIOK,17
DOMRZAŁ,17
DONAJGRODZKI,17
DONICZ,17
DOPATKA,17
DORBACH,17
DOREŃ,17
DORIGHI,17
DOROSZCZONEK,17
DORSKI,17
DOSTAW,17
DOSYN,17
DOWDA,17
DÖNMEZ,17
DRAKA,17
DRAPALUK,17
DRĄŻELA,17
DRELISZEK,17
DROBKIEWICZ,17
DROPA,17
DROZDÓW,17
DROŻEWSKI,17
DRÓŹDŹ,17
DRUTO,17
DRUZHYNIN,17
DRZENIECKI,17
DUBELAK,17
DUBILEWICZ,17
DUBKO,17
DUBOVENKO,17
DUBOVIK,17
DUBOWIECKI,17
DUCHCIK,17
DUDARA,17
DUDOJC,17
DUKAEV,17
DUMIAK,17
DURKA-KOZŁOWSKI,17
DURMAZ,17
DURNIK,17
DUSHKO,17
DUSZLAK,17
DWÓRZNICKI,17
DYGNAROWICZ,17
DYKCZYŃSKI,17
DYLCZAK,17
DYMCZUK,17
DYMIDÓW,17
DYNIAKOWSKI,17
DYSARSKI,17
DZIADANA,17
DZIĄSKO,17
DZIEDUSZYŃSKI,17
DZIEMBAKOWSKI,17
DZIEMIANCZUK,17
DZIEMSKI,17
DZIEŃ VEL RAKOCZY,17
DZIERBUŃ,17
DZIERŻKOWSKI,17
DZIESIĄTKOWSKI,17
DZIEWIACIEŃ,17
DZIEWOLSKI,17
DZIŃKOWSKI,17
DZIURZYCKI,17
DZIWIOR,17
DZWONKA,17
ĐỖ,17
EFNER,17
EGGEBRECHT,17
EICKE,17
EISMANT,17
EJSMUNT,17
EKSTEDT,17
EKSTERT,17
ELMANN,17
ELSENBACH,17
ENACHE,17
ENGELGARDT,17
ENGWER,17
ENNIG,17
EPLER,17
ERO,17
ESTEMBERG,17
ESTRICH,17
EUSKIRCHEN,17
EYSMONT,17
FABISIŃSKI,17
FABRELLO,17
FAIGA,17
FAJA,17
FAJDA,17
FAJKISZ,17
FALCO,17
FALOW,17
FALOWSKI,17
FAŁENDYSZ,17
FAMULICKI,17
FANZLOCH,17
FARNY,17
FARTUCH,17
FEDACZKOWSKI,17
FEDCHYK,17
FEDERCZAK,17
FEILER,17
FELLNER,17
FELON,17
FENIUK,17
FERENCZUK,17
FERESZTYN,17
FERGUSON,17
FERNES,17
FETISOV,17
FEUSETTE,17
FIDALSKI,17
FIEBERG,17
FIFAGROWICZ,17
FIGUROWICZ,17
FIJAŁA,17
FILAN,17
FILIPOVICH,17
FILISTYŃSKI,17
FIMIŃSKI,17
FINKELSZTAJN,17
FIRAT,17
FIRCH,17
FITZGERALD,17
FIUCZYŃSKI,17
FIUGAJSKI,17
FLEISCHEROWICZ,17
FLODROWSKI,17
FLORASZAK,17
FLORIA,17
FLORYSZEK,17
FOJECKI,17
FOLAK,17
FORNEY,17
FOSA,17
FOURNIER,17
FRAI,17
FRANCEWICZ,17
FRANKIV,17
FRANOSZEK,17
FRANZKOWIAK,17
FRĄCZEWSKI,17
FRENCEK,17
FRIEDENSBERG,17
FRODEL,17
FROHMBERG,17
FRONTCZYK,17
FRUK,17
FUCZIK,17
FUDALSKI,17
FUDEL,17
FULLER,17
FUNDALSKI,17
FURKAL,17
FUSHTEI,17
FUTYMSKI,17
FYDRYCHOWICZ,17
FYRGUTH,17
GABEŃSKI,17
GABRYSZEK,17
GACMENGA,17
GADZIALSKI,17
GAEDE,17
GAFKE,17
GAGUA,17
GAJLIKOWSKI,17
GAJZMER,17
GALEJCZUK,17
GALIJEWSKI,17
GALINOWSKI,17
GALION,17
GALKA,17
GALLINA,17
GAŁDYS,17
GAŁĘZIAK,17
GANAS,17
GANUSZEWICZ,17
GANUSZKO,17
GAPKOWSKI,17
GAPONOWICZ,17
GARBANOWSKI,17
GARDEL,17
GARDENER,17
GARDYJAN,17
GARDYNECKI,17
GARKO,17
GARMAN,17
GARSZTECKI,17
GASPARIAN,17
GASZKOWIAK,17
GAWALSKI,17
GAWOŁ,17
GAWRZOŁ,17
GAZAŁKA,17
GĄKIEWICZ,17
GĄKOWSKI,17
GBEL,17
GEŁESZ,17
GEMULLA,17
GENSCH,17
GEODECKI,17
GERARD,17
GERASYMIUK,17
GERWAT,17
GESZKE,17
GĘSTWIŃSKI,17
GIBAJŁO,17
GIEDZION,17
GIELERT,17
GIENIUL,17
GIERANOWSKI,17
GIERGONT,17
GIERMAZ,17
GIEROLIŃSKI,17
GIERSZTYN,17
GIERWIELANIEC,17
GIGOWSKI,17
GILAKOWSKI,17
GIMINSKI,17
GIRGILEWICZ,17
GIRKO,17
GISZTAROWICZ,17
GIZAL,17
GIZGIER,17
GLADYSH,17
GLĄDALSKI,17
GLESMANN,17
GLETKIER,17
GLINCZEWSKI,17
GLOBISCH,17
GLON,17
GLŰCKLICH,17
GŁOMBIŃSKI,17
GŁOSZEWSKI,17
GŁUSIUK,17
GŁUSZAKIEWICZ,17
GNACIEWICZ,17
GNYRA,17
GODON,17
GOEDE,17
GOERICK,17
GOJSKA,17
GOKIERT,17
GOLIASCH,17
GOLINKIEWICZ,17
GOLKO,17
GOLOVIN,17
GOŁĄBIOWSKI,17
GOŁDYNEK,17
GOŁĘBIKOWSKI,17
GOŁUBICKI,17
GOMES,17
GONDARCZYK,17
GONIAK,17
GONISIEWSKI,17
GONSZCZ,17
GONTASZEWSKI,17
GORAS,17
GORCZANIN,17
GORGADZE,17
GORNIA,17
GÓRAŚ,17
GÓRNIACKI,17
GÓRZAWSKI,17
GÓRZEŃSKI,17
GRABIAN,17
GRACKIEWICZ,17
GRATH,17
GRAWENDER,17
GRĄKOWSKI,17
GREBERSKI,17
GREGERACKI,17
GREGONIS,17
GRENCZYK,17
GRENZEL,17
GRĘDKIEWICZ,17
GROJCA,17
GROMNICA,17
GRONCIKOWSKI,17
GRONICKI,17
GRONIK,17
GROSEK,17
GROTOMIRSKI,17
GROTTE,17
GROWOREK,17
GRUBIZNY,17
GRUENBERG,17
GRULKE,17
GRUNDT,17
GRUPKAJTYS,17
GRUSZCZELAK,17
GRÜNDEMANN,17
GRÜNKE,17
GRYGLOWSKI,17
GRYGORCZYN,17
GRYLL,17
GRYPIŃSKI,17
GRYSZKIN,17
GRYWACZEWSKI,17
GRZELKIEWICZ,17
GRZEŚKOWSKI,17
GRZYŚNIK,17
GRZYWALA,17
GUCZA,17
GUDANEK,17
GUDAŃSKI,17
GUDEJKO,17
GULAZDOWSKI,17
GUNIEWSKI,17
GUPPERT,17
GUSEV,17
GUTEWICZ,17
GUZUN,17
GWIŹDZIŁ,17
GYURKOVICH,17
HABAŁO,17
HADASCH,17
HADLER,17
HAFTARCZUK,17
HAI,17
HAJAN,17
HAJBERT,17
HAJDUKOWSKI,17
HAJM,17
HAJNY,17
HALAMAI,17
HALCZYŃSKI,17
HALDER,17
HALEŃSKI,17
HALICZYN,17
HALIL,17
HALLIOP,17
HALUSHCHAK,17
HAŁADEJ,17
HAŁAK,17
HAŁASZEWSKI,17
HAŁENDA,17
HAŁOŃSKI,17
HAŁYNO,17
HAM,17
HAMAROWSKI,17
HAMBURG,17
HAMIDOV,17
HAMMAMI,17
HAMMOUD,17
HAPŁYK,17
HARABIEŃ,17
HARANIN,17
HARASHCHUK,17
HARŁAJCZUK,17
HARMUS,17
HARNASZKIEWICZ,17
HARONEK,17
HARPENIUK,17
HARTYN LESZCZYŃSKI,17
HASIÓW,17
HASZTO,17
HAUTON,17
HAWRYLECKI,17
HAYAT,17
HEBROWSKI,17
HECHŁACZ,17
HEHL,17
HEIDT,17
HEIECK,17
HEIK,17
HEJBOWICZ,17
HEJDUKOWSKI,17
HEJNIG,17
HELETA,17
HEMKE,17
HENTSCHKE,17
HEPEL,17
HERASYM,17
HERBRICH,17
HERMASZCZUK,17
HERWY,17
HIGGINS,17
HILDT,17
HILMANTEL,17
HINCE,17
HINCMANOWSKI,17
HINCYNGIER,17
HIPPNER,17
HIRSA,17
HISZPAN,17
HITNAROWICZ,17
HLUSHKOV,17
HLYVA,17
HŁADASZ,17
HŁADUŃSKI,17
HŁAWKA,17
HŁAWNIAK,17
HNIDZIEJKO,17
HOCHAUS,17
HOCHBERG,17
HOCHHAUS,17
HODZYŃSKI,17
HOINZA,17
HOLBÓJ,17
HOLEREK,17
HOLINEI,17
HOLOVANOV,17
HOŁOMIEJ,17
HOŁUBCZAK,17
HOŁUBKA,17
HOPALUK,17
HORBACZONEK,17
HORBAŃ,17
HORDYN,17
HORIELOV,17
HORODELSKI,17
HORYSZKO,17
HORZYMEK,17
HOVORUKHA,17
HOWSA,17
HOŻEWSKI,17
HRABI,17
HRECHANYI,17
HRECIŃSKI,17
HROMADA,17
HRUBYI,17
HRYBYK,17
HRYCZUK,17
HRYVNAK,17
HUBENY,17
HUCZEWSKI,17
HUCZYK,17
HUF,17
HUPACZ,17
HUSAROV,17
HUSARZEWSKI,17
HYMOL,17
HYRCZAK,17
HYŻNY,17
IBRAN,17
IDZIEK,17
IGNAT,17
IGOWSKI,17
ILJUCZONEK,17
ILKOV,17
ILLICH,17
ILNICKI-JAROSIEWICZ,17
IŁEJKO,17
IMIENOWSKI,17
IVANCHAK,17
IVASKEVYCH,17
IWANIÓW,17
IWANYK,17
IWICZUK,17
JABŁUCKI,17
JACOWICZ,17
JADŻYN,17
JAGIELCZUK,17
JAGOSIAK,17
JAGUŹNY,17
JAKI,17
JAKOMIEC,17
JAKUBENAS,17
JAKUŚ,17
JAŁOWIK,17
JANKIEL,17
JANKOVIĆ,17
JANUSZKE,17
JANUŻYK,17
JARCHAŃSKI,17
JARGUSZ,17
JARKOWICZ,17
JARKOWIEC,17
JARMAŁKOWICZ,17
JARMUTOWSKI,17
JAROŻYŃSKI,17
JARYNKIEWICZ,17
JARZYNIEWSKI,17
JASENIUK,17
JASIELEWICZ,17
JASIUN,17
JASKIERNIK,17
JASKOLLA,17
JASKOWICZ,17
JASNOGÓRSKI,17
JASZKIN,17
JAŚNIECKI,17
JAŚWIŁKO,17
JAŚWIN,17
JAZŁOWSKI,17
JAŻYŃSKI,17
JEDYNASIAK,17
JENDROSSEK,17
JENKE,17
JENOROWSKI,17
JERKS,17
JERLECKI,17
JERMOŁAJ,17
JEROŃSKI,17
JESTRATJEW,17
JESZAWICZ,17
JEŚKA,17
JEŚKIEWICZ,17
JEZIENICKI,17
JEZIONEK,17
JEZIUK,17
JEŻUCHOWSKI,17
JIŁKA,17
JOCHANIUK,17
JOCHIMEK,17
JOJUA,17
JOŁKOWICZ,17
JONACK,17
JOSKO,17
JÓZIUK,17
JUCOS,17
JUNGERMANN,17
JUNGTO,17
JUNKROWSKI,17
KACHKOVSKYI,17
KACHYNSKYI,17
KALACH,17
KALCOWSKI,17
KALER,17
KALIADA,17
KALICZOK,17
KALISIŃSKI,17
KALUŻA,17
KAŁDOS,17
KAŁYNIAK,17
KAMASSA,17
KAMERDUŁA,17
KANTEL,17
KAŃDULSKI,17
KAPAŚ,17
KAPITANIUK,17
KAPITULA,17
KAPŁANOW,17
KAPRON,17
KAPUSZYŃSKI,17
KARABIŃSKI,17
KARALIOU,17
KARCHIER,17
KARDIS,17
KARELIN,17
KARITA,17
KARNIK,17
KARNOWKA,17
KAROLINCZAK,17
KARPF,17
KARUSIK,17
KARWINA,17
KARZEWSKI,17
KASIAŃCZUK,17
KASIENIAK,17
KASPRZYSIAK,17
KASTSIUK,17
KASZECKI,17
KASZTARYNDA,17
KATRUK,17
KATTA,17
KATYL,17
KAUSZ,17
KAZICZKA,17
KAZIMIERZAK,17
KAZMIERSKI,17
KĄDZIK,17
KEBŁESZ,17
KECMANIUK,17
KEMNIC,17
KENSICKI,17
KENSKI,17
KENTOP,17
KEPPEL,17
KERR,17
KERSZK,17
KĘPNY,17
KHALAK,17
KHANIN,17
KHARYK,17
KHLIVNYI,17
KHMARUK,17
KHODAN,17
KHRYSTYCH,17
KHUTSISHVILI,17
KHYTRUK,17
KICOFER,17
KICZMA,17
KIELCZAK,17
KIELEMONIUK,17
KIELEWSKI,17
KIEŁMIŃSKI,17
KIEŁPSZ,17
KIENDZIERSKI,17
KIERMAS,17
KIERN,17
KIERZANOWSKI,17
KIĘDZIERSKI,17
KIJASZEK,17
KILASIŃSKI,17
KILEWICZ,17
KIMMER,17
KINDYKIEWICZ,17
KIOŁTYKA,17
KIROW,17
KIRST,17
KIRYCKI,17
KIRYSIUK,17
KIRZYC,17
KISCHEL,17
KISHKO,17
KISSEL,17
KISZCZYK,17
KITOR,17
KITTLER,17
KIWERC,17
KLAPISZEWSKI,17
KLAPP,17
KLAUSER,17
KLAUZO,17
KLECOR,17
KLEINROK,17
KLEJSZMID,17
KLEJSZMIDT,17
KLEPAŃSKI,17
KLETS,17
KLEYNA,17
KLIMBEJ,17
KLIMISZ,17
KLIMUT,17
KLINGE,17
KLINOT,17
KLUSS,17
KŁASSEN,17
KŁOCZNIK,17
KŁOKOW,17
KŁYCZEK,17
KMETKO,17
KNADEL,17
KNAUR,17
KNICHAŁ,17
KNIEWEL,17
KNY,17
KOBALIA,17
KOBRZYNIECKI,17
KOBYNIEWICZ,17
KOCAŁEK,17
KOCHNO,17
KOCIORSKI,17
KOCIUKIEWICZ,17
KOCOREK,17
KOCZEDOF,17
KOCZUBIEJ,17
KOHLA,17
KOKHANSKYI,17
KOKONOWSKI,17
KOLASIEWICZ,17
KOLAŚNIEWSKI,17
KOLATA,17
KOLEJKOWICZ,17
KOLIBA,17
KOLLMETZ,17
KOLODNYTSKYI,17
KOŁDACHA,17
KOŁODKIEWICZ,17
KOŁOWROTNY,17
KOŁPEL,17
KOŁTAK,17
KOŁTUNICKI,17
KOŁWA,17
KOMAŃDA,17
KOMLYK,17
KOMOLIBIO,17
KONDRATCZYK,17
KONDRATEK,17
KOPAK,17
KOPECZEK,17
KOPIDURA,17
KOPITKOWSKI,17
KOPOŃKA,17
KOPRYŚ,17
KOPYTSIA,17
KORIAKOWSKI,17
KORMYLO,17
KORNIEWSKI,17
KOROLAK,17
KOROP,17
KOROŻAN,17
KORPETTA,17
KORSHUN,17
KORYNEK,17
KORZEKWIŃSKI,17
KORZIEWICZ,17
KOSCHMIEDER,17
KOSERCZYK,17
KOSIANOWICZ,17
KOSMELLA,17
KOSTRUCHA,17
KOSTRUPSKI,17
KOSTYRIA,17
KOSTYSKO,17
KOSZPER,17
KOSZTER,17
KOSZTUBAJDA,17
KOŚCIAKIEWICZ,17
KOŚCIOŁOWICZ,17
KOTALLA,17
KOTLOWSKI,17
KOTTISCH,17
KOTZYBA,17
KOUCZ,17
KOWAKOWSKI,17
KOWALCZUK-FIJAŁKOWSKI,17
KOWALECKI,17
KOWAŁYK,17
KOWCUŃ,17
KOWIERSKI,17
KOWNATKA,17
KOZARUK,17
KOZIUN,17
KOZIUPA,17
KOZMAN,17
KOŻUSIK,17
KOŻUSZYN,17
KÖSE,17
KÖSTER,17
KRACOŃ,17
KRAĆKOWSKI,17
KRAKUSKI,17
KRAMPUS,17
KRASNOWOLSKI,17
KRASY,17
KRATUL,17
KRAWA,17
KRAWEĆ,17
KREHEL,17
KREJCA,17
KREMPULEC,17
KRENGIEL,17
KRETUS,17
KRĘTORZ,17
KRISCHIK,17
KROBISZ,17
KROCHMALCZYK,17
KROĆ,17
KRONE,17
KRONFELD,17
KRONSZMYT,17
KROTOWICZ,17
KRUBIŃSKI,17
KRUDYS,17
KRUPNYK,17
KRUSZYNIEWICZ,17
KRUŚWICKI,17
KRUTKO,17
KRYGICZ,17
KRYSZTOWCZYK,17
KRYVETS,17
KRYWANOSÓW,17
KRYWICKI,17
KRZOSAK,17
KRZYJSZCZYK,17
KSENICZ,17
KSIĄDZYK,17
KUBABSKI,17
KUBARYCZ,17
KUBIEŃSKI,17
KUBOREK,17
KUCAŁ,17
KUCHCINSKI,17
KUCZERENKO,17
KUĆMAJA,17
KUDLAI,17
KUFFNER,17
KUHIWCZAK,17
KUKIELAK,17
KULACZENKO,17
KULCHAWY,17
KUMPA,17
KUNDYK,17
KUNIGIELIS,17
KUNTOWSKI,17
KUPCZAKIEWICZ,17
KUPIBIDA,17
KURASINSKI,17
KURDWANOWSKI,17
KURDYNA,17
KURIJ,17
KURNICZAK,17
KUROWALCZYK,17
KURPYT,17
KURSZEL,17
KURYŁ,17
KURYSH,17
KUSALEWICZ,17
KUSTORZ,17
KUSZAJEWSKI,17
KUSZKIEWICZ,17
KUSZŁA,17
KUSZMIRUK,17
KUŚMIJ,17
KUTAL,17
KUTSEVOL,17
KUZIKIEWICZ,17
KUZIMIŃSKI,17
KUZŁO,17
KUŹNIAKOWSKI,17
KUŻAS,17
KÜCHLER,17
KVYCH,17
KWACZENIUK,17
KWAKIEWICZ,17
KWIATOWSKI,17
KWIECINSKI,17
KYRYLYUK,17
LABBE,17
LACHERT,17
LACIBOROWSKI,17
LADORSKI,17
LAKOTTA,17
LALOWSKI,17
LALURNY,17
LANGIERT,17
LANGOŚ,17
LAPENKO,17
LAPIS,17
LAPKE,17
LARKIEWICZ,17
LASIC,17
LASIOTA,17
LASKOWNICKI,17
LASOWICZ,17
LASTOVETSKYI,17
LATUSZYŃSKI,17
LAURENTOWICZ,17
LAVRYNOVYCH,17
LECHMITZ,17
LECHMYC,17
LEDECKI,17
LEFANOWICZ,17
LEGENCKI,17
LEGIEJEW,17
LEGUŁA,17
LEGUS,17
LEHRFELD,17
LEIBLICH,17
LEJCYK,17
LELEWER,17
LENDZIK,17
LENDZIOCH,17
LEONE,17
LEONTOWICZ,17
LERACZ,17
LEROY,17
LESSMANN,17
LESSNER,17
LESZKI,17
LETNIANCZYN,17
LETYTA,17
LEUSCHNER,17
LEVKIVSKYI,17
LEWCZENKO,17
LEWENS,17
LIAKHOVSKYI,17
LIALKA,17
LIASHKEVICH,17
LIASOTA,17
LIBISZ,17
LIBORIO,17
LICHTFELD,17
LICZEWSKI,17
LIEBEK,17
LIGĘSKI,17
LIGMA,17
LIKARZ,17
LISAŃCZUK,17
LISOVENKO,17
LISZATYŃSKI,17
LITOVCHENKO,17
LIWAJ,17
LIZANOWICZ,17
LOCHNY,17
LOCHOWICZ,17
LOEGLER,17
LOGOŃ,17
LOMAN,17
LOPART,17
LORF,17
LORYS,17
LOSKE,17
LOZENKO,17
LUBOŚNY,17
LUCJA,17
LUDWICH,17
LUEDTKE,17
LUFTMAN,17
LUKAN,17
LUNIN,17
LUŻEŃCZYK,17
LWOW,17
LYCHAK,17
LYPA,17
LYPKO,17
LYPP,17
LYSHCHYK,17
LYTOVKA,17
ŁABEJSZA,17
ŁACHNOWICZ,17
ŁACKA,17
ŁAGODZIUK,17
ŁAGUTOWSKI,17
ŁAJDYK,17
ŁATEK,17
ŁAZDOWSKI,17
ŁAZOWIK,17
ŁEŃCZUK,17
ŁĘCIK,17
ŁĘG,17
ŁĘGOSZEWSKI,17
